X,Y,Z,layer,Well Name,feature1,feature2,feature3,feature4
40.9,119.5,-0.52,0,BH1,-17.45,-0.69,-2.27,3.08
40.9,119.5,-1.58,0,BH1,0.46,-5.96,-8.04,25.63
40.9,119.5,-2.62,0,BH1,-1.29,5.23,-10.39,-1.62
40.9,119.5,-3.68,0,BH1,1.05,0.9,-13.61,14.54
40.9,119.5,-4.72,0,BH1,8.61,-3.94,-4.02,6.38
40.9,119.5,-5.78,0,BH1,3.61,1.31,1.31,3.58
40.9,119.5,-6.82,0,BH1,-5.35,-8.38,-2.2,13.56
40.9,119.5,-7.88,0,BH1,-5.31,2.87,-4.48,12.77
40.9,119.5,-8.93,0,BH1,-19.48,7.06,-11.74,6.88
40.9,119.5,-9.98,0,BH1,6.24,-1.14,-4.31,14.37
40.9,119.5,-11.02,0,BH1,-15.42,12.1,-2.96,20.25
40.9,119.5,-12.08,0,BH1,2.98,11.12,-8.39,7.62
40.9,119.5,-13.12,0,BH1,-11.91,26.32,-15.11,13.82
40.9,119.5,-14.18,0,BH1,-16.26,4.73,11.16,-8.9
40.9,119.5,-15.22,0,BH1,-12.13,1.4,-21.58,7.18
40.9,119.5,-16.27,0,BH1,-8.44,16.45,0.77,19.53
40.9,119.5,-17.32,0,BH1,-12.39,7.16,-11.35,-3.36
40.9,119.5,-18.38,0,BH1,-9.86,15.9,-16.44,15.87
40.9,119.5,-19.42,0,BH1,-5.05,-1.81,-5.16,12.93
40.9,119.5,-20.48,0,BH1,1.91,5.11,2.91,5.5
40.9,119.5,-21.52,0,BH1,-18.58,14.26,-4.0,6.27
40.9,119.5,-22.58,0,BH1,1.02,7.93,-2.23,9.7
40.9,119.5,-23.62,0,BH1,-10.46,10.47,-3.7,10.19
40.9,119.5,-24.68,0,BH1,-19.34,12.9,11.71,12.96
40.9,119.5,-25.72,0,BH1,-0.16,7.25,-5.69,19.44
40.9,119.5,-26.78,0,BH1,-10.12,6.5,-1.55,10.2
40.9,119.5,-27.82,0,BH1,-1.81,12.79,-21.3,10.63
40.9,119.5,-28.88,0,BH1,8.89,-1.44,-4.46,8.9
40.9,119.5,-29.92,0,BH1,3.55,8.36,2.12,17.03
40.9,119.5,-30.98,0,BH1,-2.32,6.48,-13.99,-0.06
40.9,119.5,-32.02,0,BH1,3.46,-1.98,0.19,9.56
40.9,119.5,-33.08,0,BH1,-11.72,6.8,-12.81,25.21
40.9,119.5,-34.12,0,BH1,-14.44,17.35,-10.82,16.18
40.9,119.5,-35.17,0,BH1,-4.74,16.68,-12.45,15.05
40.9,119.5,-36.22,1,BH1,6.53,12.18,-6.42,9.38
40.9,119.5,-37.28,1,BH1,-3.56,-6.14,3.77,2.58
40.9,119.5,-38.33,1,BH1,-2.06,11.4,-2.6,15.04
40.9,119.5,-39.38,1,BH1,-20.83,11.35,5.81,0.81
40.9,119.5,-40.42,1,BH1,5.25,-1.82,9.28,5.91
40.9,119.5,-41.48,1,BH1,-3.39,-3.37,8.66,-9.04
40.9,119.5,-42.52,1,BH1,-3.97,-21.16,-0.29,10.75
40.9,119.5,-43.58,1,BH1,-2.45,-1.91,4.36,-6.51
40.9,119.5,-44.62,1,BH1,-5.1,8.63,13.23,2.87
40.9,119.5,-45.68,1,BH1,-1.99,3.72,3.25,-6.49
40.9,119.5,-46.72,1,BH1,-7.91,8.51,7.65,-2.85
40.9,119.5,-47.78,1,BH1,-11.61,0.48,1.52,11.78
40.9,119.5,-48.82,1,BH1,-8.44,3.91,2.97,-1.35
40.9,119.5,-49.88,1,BH1,10.49,-9.34,4.93,-2.79
40.9,119.5,-50.92,1,BH1,7.93,-3.98,-4.55,-9.5
40.9,119.5,-51.98,1,BH1,-11.27,-0.13,19.9,-0.53
40.9,119.5,-53.02,1,BH1,15.42,-8.44,5.06,-3.65
40.9,119.5,-54.08,1,BH1,15.66,7.17,4.73,-8.97
40.9,119.5,-55.12,1,BH1,1.69,1.13,14.83,-16.46
40.9,119.5,-56.18,1,BH1,-4.56,9.41,0.45,-11.16
40.9,119.5,-57.22,1,BH1,-4.75,6.02,1.81,-4.19
40.9,119.5,-58.28,1,BH1,4.72,10.87,6.12,7.15
40.9,119.5,-59.32,1,BH1,-8.11,8.12,14.47,1.67
40.9,119.5,-60.38,1,BH1,-1.92,7.17,14.5,-6.14
40.9,119.5,-61.42,1,BH1,2.24,-4.93,3.43,-6.49
40.9,119.5,-62.48,1,BH1,-2.97,8.15,9.95,-12.5
40.9,119.5,-63.52,1,BH1,-3.03,-0.6,-2.89,0.07
40.9,119.5,-64.58,1,BH1,14.77,-5.94,1.15,-0.83
40.9,119.5,-65.62,1,BH1,-4.71,2.67,11.45,10.21
40.9,119.5,-66.68,1,BH1,-5.56,7.0,10.03,-7.56
40.9,119.5,-67.72,1,BH1,16.35,3.25,2.87,6.69
