X,Y,Z,layer,Well Name,feature1,feature2,feature3,feature4
28.75,40.24,-0.18,1,BH1,-9.76,-4.67,-4.99,-2.18
28.75,40.24,-0.68,1,BH1,-6.55,1.51,-0.75,0.5
28.75,40.24,-1.18,1,BH1,-10.53,3.9,5.28,-8.84
28.75,40.24,-1.68,1,BH1,-1.7,-3.82,-8.43,-6.95
28.75,40.24,-2.18,1,BH1,-1.04,-2.62,-3.68,-5.11
28.75,40.24,-2.68,1,BH1,-6.29,4.78,-0.93,-5.13
28.75,40.24,-3.18,1,BH1,-0.65,0.43,3.17,-7.83
28.75,40.24,-3.68,1,BH1,-1.0,-0.42,-8.41,-0.04
28.75,40.24,-4.18,1,BH1,-3.26,-4.69,-2.4,-3.05
28.75,40.24,-4.69,1,BH1,-6.11,-6.74,-6.93,-2.5
28.75,40.24,-5.19,1,BH1,0.44,0.51,-2.03,-8.44
28.75,40.24,-5.69,1,BH1,-8.5,-0.02,-3.72,-5.46
28.75,40.24,-6.19,1,BH1,-3.68,-5.11,-3.58,-8.33
28.75,40.24,-6.69,1,BH1,-7.08,-1.06,-5.03,-7.58
28.75,40.24,-7.19,1,BH1,-6.14,-2.75,2.17,-4.49
28.75,40.24,-7.69,1,BH1,-3.58,-0.89,-1.8,-1.51
28.75,40.24,-8.19,1,BH1,-5.7,7.66,-4.67,-3.4
28.75,40.24,-8.69,1,BH1,-3.62,-2.72,-2.24,-2.59
28.75,40.24,-9.19,1,BH1,-8.01,2.07,-3.69,-0.27
28.75,40.24,-9.69,1,BH1,-8.61,-0.52,-1.91,-10.85
28.75,40.24,-10.19,1,BH1,-8.28,-2.21,0.58,-3.24
28.75,40.24,-10.69,1,BH1,-0.8,-0.62,0.96,-4.43
28.75,40.24,-11.19,1,BH1,-2.38,-0.39,-2.46,-7.45
28.75,40.24,-11.7,1,BH1,-4.61,-3.81,-3.81,-3.51
28.75,40.24,-12.2,1,BH1,-0.5,-6.46,-4.35,2.89
28.75,40.24,-12.7,1,BH1,-4.21,-2.94,-1.14,-7.26
28.75,40.24,-13.2,1,BH1,-6.14,-3.1,3.59,0.97
28.75,40.24,-13.7,1,BH1,2.32,-0.08,2.17,-5.57
28.75,40.24,-14.2,1,BH1,2.87,-3.36,-2.46,-6.11
28.75,40.24,-14.7,1,BH1,-1.74,-8.01,-3.52,-7.21
